cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
treatment,pre-period,5BA19E60485B782FD089E01FE6D0081C,39,1,39.0,2,2.0
treatment,post-period,5BA23094CD864C7FB5265F83652FA028,27,9,3.0,12,1.5
treatment,pre-period,5BA23094CD864C7FB5265F83652FA028,16,8,2.0,9,1.125
treatment,pre-period,5BA2B0B18E94EA7EABE532297E83F0BE,3,1,3.0,1,1.0
treatment,post-period,5BA2B0B18E94EA7EABE532297E83F0BE,59,2,29.5,1,1.0
control,control-period,5BA691FA0C509B9F8909E7FFC0C88FEC,4,2,2.0,2,1.0
control,control-period,5BA95E4FA4362D5F99476C368E767E00,12,1,12.0,2,1.0
control,control-period,5BAF661B350C5EA33F775BFCBDD97BEA,22,5,4.4,5,1.0
treatment,pre-period,5BB5D536C1524FB07C79A210CAD95D01,21,7,3.0,9,1.2857142857142858
treatment,post-period,5BB5D536C1524FB07C79A210CAD95D01,14,5,2.8,4,1.0
control,control-period,5BB701762E3D47A7D00680C9C76FC5B8,61,12,5.083333333333333,22,1.8333333333333333
control,control-period,5BD4B4EFC3830BA2054984E72BC1058F,12,1,12.0,1,1.0
control,control-period,5BE3288D3985355E8F1F139F8FFA0014,2,1,2.0,1,1.0
control,control-period,5BEE801C28D39C26652A0603055B6C0F,26,6,4.333333333333333,10,1.6666666666666667
treatment,pre-period,5BF7AFF8FACA9401CB5E0D7354479441,6,2,3.0,2,1.0
treatment,post-period,5BF7AFF8FACA9401CB5E0D7354479441,1,1,1.0,0,
treatment,post-period,5BFB6CC6B3E4271086B1E1B58180B56A,59,10,5.9,16,2.0
treatment,pre-period,5BFB6CC6B3E4271086B1E1B58180B56A,5,1,5.0,1,1.0
control,control-period,5BFDC0426DE9C09CA5FF18E4982F2506,17,2,8.5,3,1.0
control,control-period,5C08191886EB26D3D306950E45BF0430,4,1,4.0,1,1.0
treatment,post-period,5C0B5019D09A484ECA0AF6E636D4205E,58,15,3.8666666666666667,16,1.1428571428571428
treatment,pre-period,5C0B5019D09A484ECA0AF6E636D4205E,1,1,1.0,0,
control,control-period,5C155534D30CA9890A62826A2FD82080,15,4,3.75,5,1.25
treatment,pre-period,5C17796B779ACEDF08BC3226258BA4DA,2,1,2.0,0,
treatment,post-period,5C17796B779ACEDF08BC3226258BA4DA,5,2,2.5,2,1.0
treatment,pre-period,5C17C05950C71938CFA82EA7C517748B,12,3,4.0,3,1.0
treatment,post-period,5C17C05950C71938CFA82EA7C517748B,63,2,31.5,1,1.0
treatment,post-period,5C1F957882700804AA2D02552FA51DEC,29,5,5.8,8,2.0
treatment,pre-period,5C1F957882700804AA2D02552FA51DEC,1,1,1.0,1,1.0
control,control-period,5C22E74E3CB71404AA0464259221D855,6,3,2.0,3,1.0
treatment,pre-period,5C2A2258C8EC6BC302BB2F231E7E5C0C,4,1,4.0,1,1.0
treatment,post-period,5C2A2258C8EC6BC302BB2F231E7E5C0C,1,1,1.0,0,
control,control-period,5C2D9F2166A128926CB802B0941EF4C6,0,0,,2,1.0
control,control-period,5C3F8293B23A1EE0067CD8A64B722A1C,12,2,6.0,3,1.5
control,control-period,5C4773A411EA7DA0CE90122B51F37E5D,17,4,4.25,4,1.0
treatment,pre-period,5C4B88DB4BC000496ACA9179439FE3F6,1,1,1.0,0,
treatment,post-period,5C4B88DB4BC000496ACA9179439FE3F6,39,5,7.8,8,1.6
treatment,post-period,5C587774EFDA6FB9160BCAE02960E4E9,6,2,3.0,1,1.0
treatment,pre-period,5C587774EFDA6FB9160BCAE02960E4E9,13,3,4.333333333333333,3,1.0
treatment,post-period,5C5A0787542CD24F1E19F9EB778BA766,35,18,1.9444444444444444,18,1.0
treatment,pre-period,5C5A0787542CD24F1E19F9EB778BA766,3,2,1.5,2,1.0
treatment,post-period,5C5D78DD8E3D3B7FFC9118D4511E76BF,33,7,4.7142857142857144,9,1.2857142857142858
treatment,pre-period,5C5D78DD8E3D3B7FFC9118D4511E76BF,3,1,3.0,1,1.0
control,control-period,5C76E6FB8AAC3216ABF6611CFAA2B635,10,2,5.0,1,1.0
control,control-period,5C7A60E3860572F354E2108878CE8E57,4,4,1.0,4,1.0
treatment,pre-period,5C7FB72A7CD89D7C56DCB2B71C91ECE9,5,1,5.0,1,1.0
treatment,post-period,5C7FB72A7CD89D7C56DCB2B71C91ECE9,18,1,18.0,0,
treatment,post-period,5C813D5127BF4EC2AAB2B93A6406E223,5,1,5.0,0,
treatment,pre-period,5C813D5127BF4EC2AAB2B93A6406E223,3,1,3.0,1,1.0
control,control-period,5C88C93657AD82A97E74647EDA754E6F,5,1,5.0,1,1.0
control,control-period,5C97A22ED49A8C349246F6E2737D6384,9,1,9.0,1,1.0
control,control-period,5C97F69FA8300B4457DE73005F3951FF,12,1,12.0,1,1.0
control,control-period,5C9E7451F0D78507AB638C4C98D0F7D5,18,4,4.5,4,1.0
control,control-period,5CA5C9A7A4EC0F62C14A262E891CF82C,44,1,44.0,1,1.0
control,control-period,5CB53F0CB67C607A654E2CA29904EB08,131,4,32.75,5,1.25
control,control-period,5CC434A43CB09640FC6BE2D7A18183E4,3048,35,87.085714285714289,64,1.8285714285714285
treatment,post-period,5CC5F51FFBA6289E36363D9C2F835B0C,15,8,1.875,7,1.0
treatment,pre-period,5CC5F51FFBA6289E36363D9C2F835B0C,3,1,3.0,1,1.0
control,control-period,5CCA9D47ED9C203042228E21E59470C5,3,1,3.0,1,1.0
control,control-period,5CDC206DF04E3B81D86A9BF62978EC86,18,18,1.0,18,1.0
control,control-period,5CDFC86835249BE3DB5E9F6778E344AD,15,5,3.0,7,1.1666666666666667
control,control-period,5CE1F88CB574965F6F42871D47454756,15,1,15.0,1,1.0
control,control-period,5CFE2216664B5E3243E51859B3329A90,1,1,1.0,1,1.0
control,control-period,5CFEDEDC41260F16B91EC96AC8D56861,7,1,7.0,2,2.0
treatment,post-period,5D024994073A2E5CA554F185956ED74C,25,5,5.0,5,1.6666666666666667
treatment,pre-period,5D024994073A2E5CA554F185956ED74C,8,1,8.0,1,1.0
treatment,pre-period,5D132423164B79F5A4DD8995ACF359C4,12,1,12.0,2,2.0
treatment,post-period,5D132423164B79F5A4DD8995ACF359C4,14,1,14.0,0,
treatment,pre-period,5D1CAB6EC6E57DE08416FD957BF8CFFA,3,1,3.0,1,1.0
treatment,post-period,5D1CAB6EC6E57DE08416FD957BF8CFFA,2,1,2.0,0,
treatment,pre-period,5D2F04289199D1C0A52CE2B5D94674EC,5,1,5.0,1,1.0
treatment,post-period,5D2F04289199D1C0A52CE2B5D94674EC,4,1,4.0,0,
control,control-period,5D3BE42F1C3000DE48113CB52CD014C8,6,2,3.0,2,1.0
treatment,post-period,5D46BA742602176E2BD6E6B3917E08C9,708,9,78.666666666666671,14,1.4
treatment,pre-period,5D46BA742602176E2BD6E6B3917E08C9,178,5,35.6,9,1.5
treatment,pre-period,5D53102B0F6AAA96D3FC1C0633890970,2,1,2.0,1,1.0
treatment,post-period,5D53102B0F6AAA96D3FC1C0633890970,10,1,10.0,2,2.0
control,control-period,5D5895B1267014C54ECBE08864420979,49,7,7.0,7,1.0
control,control-period,5D6068901468CC98EA73004802D5E9A3,4,1,4.0,2,1.0
control,control-period,5D61E6AC342F01CDCAF3A20B02426C70,18,6,3.0,6,1.0
treatment,pre-period,5D6B4AB50BDAA0837F64B96CF6CDD601,4,1,4.0,0,
treatment,post-period,5D6B4AB50BDAA0837F64B96CF6CDD601,7,3,2.3333333333333335,3,1.0
treatment,post-period,5D7B75012F4A81127A627CF594A8ABF8,251,12,20.916666666666668,17,1.7
treatment,pre-period,5D7B75012F4A81127A627CF594A8ABF8,17,3,5.666666666666667,3,1.0
treatment,post-period,5D7D64BE215950357A4D9F35ABC393AA,21,5,4.2,8,1.6
treatment,pre-period,5D7D64BE215950357A4D9F35ABC393AA,1,1,1.0,0,
treatment,pre-period,5D84066876D8650792B2DB37277D67C0,10,1,10.0,2,2.0
treatment,post-period,5D84066876D8650792B2DB37277D67C0,37,2,18.5,5,2.5
control,control-period,5D8A7AFCAAEE84500AE904656B556E63,10,1,10.0,4,2.0
treatment,pre-period,5D92C10E5AF97AB839233E59DD9BB047,2,1,2.0,1,1.0
treatment,post-period,5D92C10E5AF97AB839233E59DD9BB047,171,6,28.5,12,2.0
treatment,post-period,5D95913421F680D074FABD099659B0ED,1,1,1.0,0,
treatment,pre-period,5D95913421F680D074FABD099659B0ED,10,1,10.0,1,1.0
treatment,post-period,5DA9B8E6D16C68613B3C805D9E449623,4,2,2.0,3,1.0
treatment,pre-period,5DA9B8E6D16C68613B3C805D9E449623,2,2,1.0,1,1.0
treatment,post-period,5DA9B900E7C9F71714FB1AE9DA631C83,12,2,6.0,1,1.0
treatment,pre-period,5DA9B900E7C9F71714FB1AE9DA631C83,10,1,10.0,1,1.0
control,control-period,5DB4D9694245397E2381D3AF8F98A5AD,7,1,7.0,1,1.0
control,control-period,5DB6F7FCDD09598B5016CCBBDCCCB126,11,2,5.5,3,1.5
control,control-period,5DB8D4CD1C161D01EB4F9174F6316A82,14,4,3.5,6,1.5
treatment,post-period,5DC3504A60414E84E6C08DE92C55F366,164,2,82.0,3,3.0
treatment,pre-period,5DC3504A60414E84E6C08DE92C55F366,9,1,9.0,1,1.0
control,control-period,5DCCE9BE91074A0EAC39594D7E1EA30F,13,2,6.5,2,1.0
control,control-period,5DD6CA2F84172F84B0D08D10E02FD015,29,3,9.6666666666666661,7,2.3333333333333335
treatment,pre-period,5DDB37708612903F926A81786E7B0676,11,2,5.5,2,1.0
treatment,post-period,5DDB37708612903F926A81786E7B0676,6,2,3.0,0,
control,control-period,5DE24DEEEF9190BEE21F020A0811FCEA,9,6,1.5,8,1.3333333333333333
control,control-period,5DE4C3F6AA9E3D2D91EE22CF1ED0B0F3,55,5,11.0,4,1.0
treatment,post-period,5DE85FEEED8830DEEB31A569E05830DC,30,3,10.0,5,1.6666666666666667
treatment,pre-period,5DE85FEEED8830DEEB31A569E05830DC,2,2,1.0,2,1.0
treatment,pre-period,5DE9F58989541B95D91F859058BF71E7,20,1,20.0,1,1.0
treatment,post-period,5DE9F58989541B95D91F859058BF71E7,29,5,5.8,4,1.0
control,control-period,5DEF1A0392AA751AF7EDCA78C5E54EB2,9,2,4.5,2,1.0
treatment,pre-period,5DF3A5A1AF28F03AE1622D1F7537C31A,6,1,6.0,1,1.0
treatment,post-period,5DF3A5A1AF28F03AE1622D1F7537C31A,11,2,5.5,1,1.0
treatment,post-period,5DFE4BCED0971B66FB1C57B3D19E94EC,26,10,2.6,10,1.1111111111111112
treatment,pre-period,5DFE4BCED0971B66FB1C57B3D19E94EC,2,2,1.0,2,1.0
control,control-period,5E014E1417788C82F380A7C4F3AFAB55,1,1,1.0,0,
treatment,post-period,5E09265F12D64B9FA85FF9427A0A7FB0,1933,84,23.011904761904763,137,1.6309523809523809
treatment,pre-period,5E09265F12D64B9FA85FF9427A0A7FB0,1,1,1.0,1,1.0
treatment,post-period,5E2C595CFDF94553EBF5B05F626CB4C8,7,1,7.0,2,2.0
treatment,pre-period,5E2C595CFDF94553EBF5B05F626CB4C8,5,1,5.0,0,
control,control-period,5E316975A9F0FCFD2E4AD4967A06C260,20,6,3.3333333333333335,9,1.125
treatment,post-period,5E31C67EB950831136927168CED00A69,2,1,2.0,0,
treatment,pre-period,5E31C67EB950831136927168CED00A69,2,1,2.0,1,1.0
treatment,pre-period,5E3541655F6F466302E9EAD5D2923EC2,3,1,3.0,2,2.0
treatment,post-period,5E3541655F6F466302E9EAD5D2923EC2,1,1,1.0,0,
treatment,post-period,5E37CDFE6C71822E33DA39DD2F7CA979,2,1,2.0,0,
treatment,pre-period,5E37CDFE6C71822E33DA39DD2F7CA979,49,2,24.5,2,2.0
control,control-period,5E3CB701F06E57FB36C28741D182DDCE,24,10,2.4,15,1.5
treatment,post-period,5E3CBF1204F069C8F4474D492A361CCD,60,3,20.0,4,1.3333333333333333
treatment,pre-period,5E3CBF1204F069C8F4474D492A361CCD,386,10,38.6,12,1.2
treatment,post-period,5E4B8BBBE58491A3A1B462A95DC287E4,147,55,2.6727272727272728,65,1.1818181818181819
treatment,pre-period,5E4B8BBBE58491A3A1B462A95DC287E4,2,1,2.0,1,1.0
control,control-period,5E624075FDFE3003C34E1138546B2450,18,8,2.25,9,1.0
control,control-period,5E68049FB5C4C88B7A0B8EACC6413E1B,26,11,2.3636363636363638,12,1.0909090909090908
control,control-period,5E758EFFA13F053081A31C64FB118214,4,1,4.0,1,1.0
control,control-period,5E7FD2E063D2347A72EC52EA919B2550,22,3,7.333333333333333,4,1.3333333333333333
control,control-period,5E8AC46740AF7F941F59A33B5C401141,26,5,5.2,5,1.0
treatment,post-period,5E8B4AEF7E3373AA78408DB08E72E3B8,201,15,13.4,31,2.2142857142857144
treatment,pre-period,5E8B4AEF7E3373AA78408DB08E72E3B8,1,1,1.0,1,1.0
control,control-period,5E93985C5B02D9015C3326D060D2CD0B,19,1,19.0,1,1.0
treatment,post-period,5E93E43C911DE1ECEA0A7C50390C57A9,361,3,120.33333333333333,6,2.0
treatment,pre-period,5E93E43C911DE1ECEA0A7C50390C57A9,16,1,16.0,0,
control,control-period,5E9435534BC96422D7E89DC5992EF5AE,2,2,1.0,2,1.0
treatment,post-period,5E9B9E20975EF45745B511D401456619,80,12,6.666666666666667,13,1.1818181818181819
treatment,pre-period,5E9B9E20975EF45745B511D401456619,7,1,7.0,1,1.0
treatment,pre-period,5E9BF00B469B284E028094EA15A9F1FE,23,11,2.0909090909090908,18,1.6363636363636365
treatment,post-period,5E9BF00B469B284E028094EA15A9F1FE,24,12,2.0,19,1.7272727272727273
control,control-period,5E9C0D52A036940E598263D4CFD634BB,15,1,15.0,2,2.0
control,control-period,5EA849B2BCAC680E6B90FF25F358723D,3,1,3.0,1,1.0
control,control-period,5EB6BA006F2964CBA16989BC05ADE5D5,65,1,65.0,0,
control,control-period,5ED8424DACCF2E0BF27B9A8AF57FC9F0,4,3,1.3333333333333333,3,1.0
treatment,pre-period,5EE355967192E02F4EAAF5C1A2A5F421,4,3,1.3333333333333333,5,1.0
treatment,post-period,5EE355967192E02F4EAAF5C1A2A5F421,3,1,3.0,0,
control,control-period,5EE589061E18FF6E502E31916D42B638,6,1,6.0,2,2.0
control,control-period,5EEB1A41F09931F23B2309658BEDEED1,4,2,2.0,2,1.0
treatment,pre-period,5EF06C7906632F51D56DD10289191BDA,2,1,2.0,1,1.0
treatment,post-period,5EF06C7906632F51D56DD10289191BDA,2,1,2.0,1,1.0
control,control-period,5EFA7E1A9E42F32FD48A67859B94321E,3,1,3.0,1,1.0
treatment,post-period,5EFCFE3BCD1E9274A83E516E9CDEF2AE,23,3,7.666666666666667,3,1.0
treatment,pre-period,5EFCFE3BCD1E9274A83E516E9CDEF2AE,9,2,4.5,1,1.0
control,control-period,5F02504DBABE464F638EC55C073A61F0,43,7,6.1428571428571432,9,1.5
control,control-period,5F24E9F8E024EBA05742765F46D65C51,18,2,9.0,2,1.0
control,control-period,5F28D516AF0A69DC5FE659262E1F36E6,16,1,16.0,1,1.0
treatment,post-period,5F36B447AE0BD99BD05B4E84B057E556,19,4,4.75,3,1.0
treatment,pre-period,5F36B447AE0BD99BD05B4E84B057E556,3,1,3.0,1,1.0
control,control-period,5F44E03ED9953894523FCE9137596363,14,1,14.0,2,2.0
control,control-period,5F4C7C1A20C6606C1F603044A0A06470,7,1,7.0,1,1.0
control,control-period,5F5BDACD88C832FAD2E2AC9C20B008C1,5,1,5.0,1,1.0
treatment,pre-period,5F5E581687D0D81C399A149127A4B38D,3,1,3.0,1,1.0
treatment,post-period,5F5E581687D0D81C399A149127A4B38D,12,1,12.0,0,
control,control-period,5F6368DB8C99B341992180CFE26538B1,4,1,4.0,1,1.0
treatment,post-period,5F72C8757B169882D52BFBC7CDE1B9EC,80,8,10.0,11,1.375
treatment,pre-period,5F72C8757B169882D52BFBC7CDE1B9EC,21,2,10.5,2,1.0
treatment,pre-period,5F7B72E1099BF42C515AC62ADBBB3D7E,4,1,4.0,1,1.0
treatment,post-period,5F7B72E1099BF42C515AC62ADBBB3D7E,6,2,3.0,1,1.0
treatment,pre-period,5F81E344DFFC124F7DD9D8856D8AA06D,3,2,1.5,2,1.0
treatment,post-period,5F81E344DFFC124F7DD9D8856D8AA06D,8,1,8.0,0,
control,control-period,5F820D8518D60433418F991350AF1339,3,3,1.0,3,1.0
control,control-period,5F824D23AE3CF750894A96098818E789,2,1,2.0,1,1.0
control,control-period,5F988DB694ED8F13A5F589C89543B331,11,1,11.0,1,1.0
control,control-period,5F999ACCE9C256E1A4408577345DBEE7,68,4,17.0,4,1.0
treatment,post-period,5F99FAB2A6750F6391E248AF619389AA,8,1,8.0,1,1.0
treatment,pre-period,5F99FAB2A6750F6391E248AF619389AA,18,2,9.0,1,1.0
control,control-period,5F9F442C54555F383AB3505ACFE38693,3,1,3.0,1,1.0
treatment,pre-period,5FACEEFE04E21B9EBBCC98318C52E6C4,9,2,4.5,2,1.0
treatment,post-period,5FACEEFE04E21B9EBBCC98318C52E6C4,18,3,6.0,2,1.0
treatment,post-period,5FC2FB966B4EF39E4FD7FDB6333714DC,77,13,5.9230769230769234,17,1.4166666666666667
treatment,pre-period,5FC2FB966B4EF39E4FD7FDB6333714DC,5,2,2.5,2,1.0
treatment,pre-period,5FED8FE4B11878AAFC4E53BDA3FBB56D,16,8,2.0,9,1.125
treatment,post-period,5FED8FE4B11878AAFC4E53BDA3FBB56D,9,5,1.8,5,1.0
control,control-period,5FF343F27F2CF7CA2B9DCA7193C67DA9,7,1,7.0,1,1.0
treatment,post-period,5FF37EDEA1329EDC4F3D9E78CA14B212,3,1,3.0,0,
treatment,pre-period,5FF37EDEA1329EDC4F3D9E78CA14B212,3,1,3.0,2,1.0
treatment,post-period,5FFBFE051291F79717B99F5D72B02CDC,42,3,14.0,1,1.0
treatment,pre-period,5FFBFE051291F79717B99F5D72B02CDC,5,1,5.0,1,1.0
treatment,post-period,6016450CCD37EC498397E6CEBFF4209F,52,4,13.0,3,1.0
treatment,pre-period,6016450CCD37EC498397E6CEBFF4209F,7,1,7.0,1,1.0
control,control-period,601B0461E5E64792BE7E000F34A040F6,32,12,2.6666666666666665,21,1.75
control,control-period,60399FD820E8529CA63D0C69C8B4AD45,5,1,5.0,1,1.0
treatment,post-period,60406ADD3EE12783E9DF7A35EE8570BE,58,3,19.333333333333332,6,2.0
treatment,pre-period,60406ADD3EE12783E9DF7A35EE8570BE,16,1,16.0,1,1.0
treatment,post-period,60432093BCE28FA117B03C2CA82C1E7A,7,2,3.5,2,1.0
treatment,pre-period,60432093BCE28FA117B03C2CA82C1E7A,15,6,2.5,6,1.0
treatment,post-period,60447643194E78F2D30F93CEC4EF967E,62,31,2.0,45,1.5517241379310345
treatment,pre-period,60447643194E78F2D30F93CEC4EF967E,31,10,3.1,10,1.6666666666666667
control,control-period,604581EBBA6CECFC5D56550A4C8BB3A3,2,1,2.0,1,1.0
treatment,post-period,60603343AB8FEECD78B1009C957D193D,171,21,8.1428571428571423,28,1.2727272727272727
treatment,pre-period,60603343AB8FEECD78B1009C957D193D,10,1,10.0,2,2.0
treatment,post-period,606374ACEF358A41384C2A41E0E632F1,54,5,10.8,4,1.0
treatment,pre-period,606374ACEF358A41384C2A41E0E632F1,2,1,2.0,1,1.0
control,control-period,606AD2B860C9328DB37B2EE525522D7D,2,1,2.0,2,2.0
control,control-period,6072AAD9C650C4000CCF5D32B5B5C649,28,1,28.0,2,2.0
treatment,post-period,60771C5E3F0552AE82C69665F14E9805,16,4,4.0,4,1.3333333333333333
treatment,pre-period,60771C5E3F0552AE82C69665F14E9805,4,1,4.0,1,1.0
control,control-period,6080ACBD76F27089523A73026969036D,18,6,3.0,6,1.0
treatment,pre-period,608CEA53C39E0A3EAB36C8E8B075F161,3,1,3.0,1,1.0
treatment,post-period,608CEA53C39E0A3EAB36C8E8B075F161,1,1,1.0,0,
treatment,post-period,6092674E1C16CF8F8282FB90A8EF0DB0,2,1,2.0,0,
treatment,pre-period,6092674E1C16CF8F8282FB90A8EF0DB0,3,1,3.0,1,1.0
control,control-period,6095502F2573E3B246D9297314490E87,12,1,12.0,1,1.0
treatment,post-period,609D853DE1F27584455F0FE19B7C4D9B,1,1,1.0,0,
treatment,pre-period,609D853DE1F27584455F0FE19B7C4D9B,3,1,3.0,1,1.0
control,control-period,609EDE15DFE17B9241415C5216D10BFC,13,2,6.5,1,1.0
treatment,post-period,60A3916742CA1FC50BB2207A92867884,5,1,5.0,1,1.0
treatment,pre-period,60A3916742CA1FC50BB2207A92867884,1,1,1.0,0,
control,control-period,60A5AFB3E5987DB2FA0430A345C83DD5,2,1,2.0,1,1.0
treatment,pre-period,60ACC539CFC3DB94C60921D5572C3A4D,3,1,3.0,1,1.0
treatment,post-period,60ACC539CFC3DB94C60921D5572C3A4D,25,5,5.0,4,1.0
control,control-period,60B766E7BB3D77B2F3453302137C6E0A,4,1,4.0,1,1.0
treatment,pre-period,60BA5922F4F495D22AA8A87782F08517,1,1,1.0,1,1.0
treatment,post-period,60BA5922F4F495D22AA8A87782F08517,3,1,3.0,0,
treatment,pre-period,60BC4E6D9E4E1A130F36404099AF5F83,1,1,1.0,1,1.0
treatment,post-period,60BC4E6D9E4E1A130F36404099AF5F83,20,2,10.0,1,1.0
control,control-period,60BDB3CCA0BF904F145A2F0122A7407C,21,1,21.0,0,
control,control-period,60C6FA40F5ED4C3AC6333AF5A6DAE39B,2,1,2.0,1,1.0
treatment,pre-period,60CF95FA33182F350DB929F6825950B2,5,1,5.0,1,1.0
treatment,post-period,60CF95FA33182F350DB929F6825950B2,5,1,5.0,1,1.0
control,control-period,60DDF375A8385B5ABEE6774F269D522E,34,4,8.5,4,1.0
treatment,pre-period,60E45BAEEDDE82230D5F3D658BC4957A,7,3,2.3333333333333335,5,1.6666666666666667
treatment,post-period,60E45BAEEDDE82230D5F3D658BC4957A,29,5,5.8,12,1.7142857142857142
control,control-period,60FDE4704C24824E657A8824DCB7E5D7,14,1,14.0,2,2.0
treatment,post-period,6102A2D13134745137E3678B3DA4068B,49,2,24.5,3,1.5
treatment,pre-period,6102A2D13134745137E3678B3DA4068B,24,1,24.0,3,3.0
treatment,post-period,610FCF5C8AB235AF2678F174A08FEC53,3,1,3.0,0,
treatment,pre-period,610FCF5C8AB235AF2678F174A08FEC53,19,1,19.0,0,
control,control-period,611876293602DD88EF9946B5D6DC0859,13,5,2.6,6,1.2
control,control-period,611F13AC1FDD7501757DB0D65D5FB284,22,1,22.0,0,
control,control-period,61358A53C1052D6BE829B7BA4B7B2CF8,2,1,2.0,1,1.0
treatment,pre-period,6135D8D8F7CE4ED79A903F15A5DFB6AA,4,1,4.0,1,1.0
treatment,post-period,6135D8D8F7CE4ED79A903F15A5DFB6AA,1,1,1.0,0,
control,control-period,61409A7833982834BBEC5294C30A011F,1,1,1.0,1,1.0
treatment,post-period,6149CF5736DA3BEECDA6BB4725FCE5FA,0,0,,1,1.0
treatment,pre-period,6149CF5736DA3BEECDA6BB4725FCE5FA,2,1,2.0,0,
treatment,pre-period,6158C7CD861E2F83D6AA22CCF92AEE97,2,2,1.0,1,1.0
treatment,post-period,6158C7CD861E2F83D6AA22CCF92AEE97,5,2,2.5,2,1.0
treatment,post-period,61595D7BF18C79E8D0B7CAF138705CCF,6,3,2.0,2,1.0
treatment,pre-period,61595D7BF18C79E8D0B7CAF138705CCF,8,2,4.0,3,1.5
control,control-period,615ABDEBCB3842A6FF97F3F227F83F85,1,1,1.0,0,
treatment,post-period,61633448555C128551BE7E095F5C0E10,2,1,2.0,1,1.0
treatment,pre-period,61633448555C128551BE7E095F5C0E10,4,1,4.0,0,
control,control-period,61814C6B80D24FFDE5FEB59D61FD5B1C,17,2,8.5,3,1.5
treatment,pre-period,6190B3A99D4C92A7B61C6278041FFD49,1,1,1.0,0,
treatment,post-period,6190B3A99D4C92A7B61C6278041FFD49,0,0,,1,1.0
control,control-period,619893E8C20EEB450207B65496CDBCC5,56,12,4.666666666666667,19,1.5833333333333333
treatment,pre-period,61A5440020BB082BA6F70AB06B9CACF2,2,2,1.0,1,1.0
treatment,post-period,61A5440020BB082BA6F70AB06B9CACF2,6,2,3.0,1,1.0
control,control-period,61B6D86D6317C8CC8B66BF535EAFF732,7,2,3.5,3,1.5
control,control-period,61BB31EC7781341B1D7B8D8A85688DA3,15,5,3.0,7,1.4
control,control-period,61C77E4D83006CF88B5BB443E4A7DDA2,11,3,3.6666666666666665,3,1.0
control,control-period,61C8E7688D348754D9A8BF3BE1523927,10,2,5.0,2,1.0
treatment,post-period,61CADB51B3B77EC78DFAA937B3FF8230,17,7,2.4285714285714284,8,1.3333333333333333
treatment,pre-period,61CADB51B3B77EC78DFAA937B3FF8230,6,2,3.0,2,1.0
control,control-period,61D4C6B62D7A40C693BCD3933AFEE0EE,14,6,2.3333333333333335,8,1.3333333333333333
control,control-period,61E97732C90B2E8BC548E5C24292EFA1,6,1,6.0,1,1.0
control,control-period,61EDFD61A7CF0B2105C0DF4C332F2A26,60,5,12.0,5,1.25
treatment,pre-period,61EF597F15050288486840AD612ECD6B,27,5,5.4,7,1.4
treatment,post-period,61EF597F15050288486840AD612ECD6B,6,2,3.0,1,1.0
control,control-period,61EFA39AAF762A2AC3F4A31D6E23C892,82,7,11.714285714285714,8,1.1428571428571428
treatment,pre-period,61F5B317AB1EF10E3C7E68C930A1018C,9,1,9.0,1,1.0
treatment,post-period,61F5B317AB1EF10E3C7E68C930A1018C,165,5,33.0,13,2.6
control,control-period,61FA7C39E5BE53C3EE5ABFBFEEE0498E,28,1,28.0,1,1.0
control,control-period,61FEC04CEF6B2BF076BE9F7019A866EC,11,3,3.6666666666666665,3,1.0
treatment,post-period,6202381695390EB9E0F6CC22E9E55443,140,8,17.5,19,2.375
treatment,pre-period,6202381695390EB9E0F6CC22E9E55443,1,1,1.0,1,1.0
control,control-period,620DA7A49F07368EBCB917DB113BCEDC,69,49,1.4081632653061225,58,1.1836734693877551
treatment,pre-period,620E8B1B1DF8E97AE28C91153E52F543,9,1,9.0,1,1.0
treatment,post-period,620E8B1B1DF8E97AE28C91153E52F543,17,1,17.0,0,
control,control-period,621504441F01D855C7C204332A3C934C,12,1,12.0,3,3.0
control,control-period,622765D1DD641D4F0115C9DDD63F05EF,8,1,8.0,1,1.0
control,control-period,622D8009B18A1F37F93FA87BB8CBB0B5,17,5,3.4,5,1.0
treatment,post-period,622E890EE63F0B83C532CC052BEE8A50,211,12,17.583333333333332,18,1.6363636363636365
treatment,pre-period,622E890EE63F0B83C532CC052BEE8A50,3,1,3.0,1,1.0
control,control-period,622FA3C49F915DFCFA3E0790EBEA2100,10,1,10.0,3,3.0
control,control-period,62402042F391117D481A9A618E54F84A,170,22,7.7272727272727275,55,2.5
treatment,post-period,624E70EBAEC11C05B5235EE1A7989D7A,22,4,5.5,4,1.0
treatment,pre-period,624E70EBAEC11C05B5235EE1A7989D7A,6,2,3.0,2,1.0
control,control-period,625734F8864A83501ECDCD1181F3701A,1,1,1.0,1,1.0
treatment,post-period,625CF86657E00A4629BCE49F5B31A144,260,31,8.387096774193548,61,1.967741935483871
treatment,pre-period,625CF86657E00A4629BCE49F5B31A144,18,2,9.0,2,1.0
treatment,post-period,626009813D7731D71D9DD3D396969BB8,15,2,7.5,3,1.5
treatment,pre-period,626009813D7731D71D9DD3D396969BB8,49,1,49.0,3,3.0
treatment,post-period,626BF302515BA20D1C32C1CA5C23D8D8,1,1,1.0,0,
treatment,pre-period,626BF302515BA20D1C32C1CA5C23D8D8,5,1,5.0,1,1.0
control,control-period,626E752BEFB7A66231B9CBEB3B4FAB1C,34,3,11.333333333333334,3,1.0
