cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
control,control-period,76912C494AAAED9ECF41D8955D61A611,198,6,33.0,7,1.1666666666666667
control,control-period,76D08FC682BB0E757CB3895297B82844,25,8,3.125,10,1.25
control,control-period,7716B74F6B26C86BC15789FD709AA9C3,98,4,24.5,5,1.25
treatment,pre-period,772DA2BB33B435F5694AB02D10141E14,15,2,7.5,2,1.0
treatment,post-period,772DA2BB33B435F5694AB02D10141E14,111,6,18.5,5,1.0
control,control-period,7740CD7CDD8F6CD275974FC8C81065CD,107,26,4.115384615384615,46,1.7692307692307692
control,control-period,7753E49F3A03207859D8578A1F43D7B1,1,1,1.0,0,
treatment,pre-period,77619E28EEE4A7F622E5CAE5847B5B0E,1,1,1.0,1,1.0
treatment,post-period,77619E28EEE4A7F622E5CAE5847B5B0E,4,1,4.0,0,
control,control-period,77658D260DF82B3BB7B9DF495293BBF8,68,4,17.0,5,1.25
control,control-period,77A9D856AEF74B96BDFBE805E66DB4A9,1,1,1.0,0,
control,control-period,77CE1DE529FE912B316D105A0937B22B,97,1,97.0,3,3.0
control,control-period,77D5FF20DF909CDD790ED52FC94AF7BD,58,10,5.8,23,1.6428571428571428
control,control-period,77F125B832C748232EDA6AF8C7D08ED1,326,63,5.1746031746031749,77,1.2222222222222223
control,control-period,77F5E9A5630151C9E831156AEAB4DA11,54,16,3.375,18,1.125
control,control-period,78119035B1798D27E62402E7ADB498BC,20,6,3.3333333333333335,7,1.1666666666666667
control,control-period,7813A59EE53E8B2646FC8EC6C179B3B1,19,1,19.0,1,1.0
control,control-period,7819DEAF5F409484F5D496529800EBE3,33,1,33.0,2,2.0
control,control-period,782A0F243E58A79260C76789CDD139AA,3,1,3.0,1,1.0
control,control-period,784C00F8E76100184698B74AC489FD77,127,6,21.166666666666668,8,1.3333333333333333
control,control-period,788B593C9AFEBAEE6374CDA08F16FAC6,90,18,5.0,30,1.7647058823529411
control,control-period,78A54036AF8F03CB35B585AA88F4CBAE,4,1,4.0,1,1.0
control,control-period,78AEB23ACDDAFA2B981C1E2FEF126443,8,1,8.0,1,1.0
control,control-period,78DFBCE95F1E46CB9715D410A556FCF1,23,3,7.666666666666667,3,1.0
control,control-period,78F823570AF80894E8A6939D0A28C8BF,21,2,10.5,2,1.0
control,control-period,792AFD64D1318EB66C69F97D2D070916,61,2,30.5,2,1.0
control,control-period,79465C30403E4FC99CDF945D6D97B79B,5,1,5.0,1,1.0
control,control-period,7950C80787853A25016543882356FD76,25,3,8.3333333333333339,3,1.0
control,control-period,795BD0A5C9F63554D97DDAC0B7F116A0,33,2,16.5,5,2.5
control,control-period,796E479053EA9A2D01F18623B9671CA1,43,3,14.333333333333334,4,1.0
control,control-period,79924325F573EE46FDE4F2493F138307,24,1,24.0,1,1.0
control,control-period,79BF17AC41D67E52F5DC2B950F26416F,3,3,1.0,3,1.0
control,control-period,79C6CEA7189615EF5319ED1BA55DDE9D,137,20,6.85,22,1.1
control,control-period,79CAA00790D06BC25052329F4ED99BFC,87,6,14.5,8,1.3333333333333333
control,control-period,79D16DA26AB14780B3F4723E0E57769F,792,28,28.285714285714285,62,2.2142857142857144
control,control-period,79F170DF21DC5567E002D24EB16AC3E7,18,2,9.0,2,1.0
control,control-period,7A1371C7EAD50DB944A44ADC0351CB7B,48,5,9.6,6,1.2
control,control-period,7A37469401073BEC4A0FEF6760F90870,10,3,3.3333333333333335,5,1.6666666666666667
control,control-period,7A6600E01EF14A0E5BDC0F0C653243FA,532,20,26.6,39,1.95
control,control-period,7A83D2DF229F63C925D75C6592D9B6EB,2,1,2.0,1,1.0
control,control-period,7A85F2041ECC509DEDAD05C9C09125FA,44,1,44.0,1,1.0
control,control-period,7A8D1CAA45CDE7652260DA6E71068A13,51,9,5.666666666666667,10,1.1111111111111112
control,control-period,7A8EEB91B4BD982BA09BBA6585DC5CAE,7,4,1.75,4,1.0
control,control-period,7A920F1813471AC79FD7F7677A56BA75,265,10,26.5,21,2.1
treatment,pre-period,7AA56A17CAC37BF7E405CF6AF2AB52FD,16,1,16.0,1,1.0
treatment,post-period,7AA56A17CAC37BF7E405CF6AF2AB52FD,8,1,8.0,0,
control,control-period,7AA6572327B5C45D273CCD8868760033,360,56,6.4285714285714288,66,1.2222222222222223
control,control-period,7ABF37E0152158FDC3A093A116C75BE1,100,7,14.285714285714286,6,1.0
control,control-period,7AD080AD059522159D7C9EDB4A65C9FD,7,1,7.0,2,2.0
control,control-period,7AD772ABC639D8C0C7F1C05ECC7818F0,147,7,21.0,10,1.4285714285714286
control,control-period,7AF0E6BCC078AB5029168658631C89F8,13,3,4.333333333333333,3,1.0
control,control-period,7B05C7F391F683C7E6A259F83B4DDB41,21,2,10.5,2,1.0
control,control-period,7B3CFFD730A865F8CA52572C3F878996,3,1,3.0,1,1.0
treatment,pre-period,7B4198B05CE36E11C2623428A090BE16,34,2,17.0,4,2.0
treatment,post-period,7B4198B05CE36E11C2623428A090BE16,16,2,8.0,1,1.0
control,control-period,7B6BE2A3601A027FD74E71ADC49E4D38,36,8,4.5,14,1.75
treatment,post-period,7B96CFD4F3B4FFE25A9EAC6A0B1A9F7D,9,2,4.5,3,1.0
treatment,pre-period,7B96CFD4F3B4FFE25A9EAC6A0B1A9F7D,17,6,2.8333333333333335,5,1.0
control,control-period,7BD92FD0756E6D260B45D7B6D9670C17,66,16,4.125,20,1.25
control,control-period,7BDF1AC3772130EFEFFCE25FB307C0B7,179,8,22.375,15,2.1428571428571428
treatment,post-period,7C39C0EE7BB418230FC3E01864D1EBF2,4,1,4.0,0,
treatment,pre-period,7C39C0EE7BB418230FC3E01864D1EBF2,1,1,1.0,1,1.0
control,control-period,7C5C44A57FA3326918E308E3C04E21F1,20,5,4.0,7,1.4
control,control-period,7CA838857E3B7B8C9FC6A34E975FBF22,345,37,9.3243243243243246,62,1.6756756756756757
control,control-period,7CB4F979C9025D90BBBA34B3F3BF80C4,125,19,6.5789473684210522,22,1.1578947368421053
control,control-period,7CBF44EFDDB9E6401F31786BEE071196,109,7,15.571428571428571,18,2.5714285714285716
control,control-period,7CC61FB109657777ADD59480BC290F29,104,8,13.0,10,1.25
control,control-period,7CD361E011A6C07B2850CD2C3206CA27,9,1,9.0,1,1.0
treatment,post-period,7CDC52F058F406CC41FCDC16E464342A,65,1,65.0,1,1.0
treatment,pre-period,7CDC52F058F406CC41FCDC16E464342A,18,1,18.0,1,1.0
treatment,post-period,7CF3B98BA255D1BAEBCC34B9B876439A,9,3,3.0,2,1.0
treatment,pre-period,7CF3B98BA255D1BAEBCC34B9B876439A,2,1,2.0,1,1.0
control,control-period,7D057BF231A4BBC0CC9DF94039BFF40A,79,6,13.166666666666666,10,1.6666666666666667
treatment,post-period,7D05DF6F0141D016FD20F7B8E71FAB0A,84,18,4.666666666666667,22,1.375
treatment,pre-period,7D05DF6F0141D016FD20F7B8E71FAB0A,9,2,4.5,2,1.0
control,control-period,7D12F08669A7F1D4E2D12FE42431C26F,22,4,5.5,4,1.0
treatment,post-period,7D613AF4DA0F508C7090E96FD73B7E6D,2264,50,45.28,83,1.6938775510204083
treatment,pre-period,7D613AF4DA0F508C7090E96FD73B7E6D,37,3,12.333333333333334,4,1.3333333333333333
control,control-period,7D7B319DFFF03520EF50236B2C3FB008,15,15,1.0,16,1.0
control,control-period,7D99BE85D54C5C886E747A5E586AE8A7,1,1,1.0,1,1.0
control,control-period,7D9E4CD01C4E4F1768A0DF5CDFDD7753,68,2,34.0,3,1.5
control,control-period,7DAD0B52C6A70949182E0658E67CBF99,26,3,8.6666666666666661,3,1.0
control,control-period,7DB2DBCF45D57B784C949092A6F9BB21,24,2,12.0,4,2.0
control,control-period,7DBEEB7A2488FE1FFC0808686AC09606,425,12,35.416666666666664,22,1.8333333333333333
control,control-period,7DCE600F12C73291E7AA6EF815DB657B,6,2,3.0,2,1.0
control,control-period,7E361BEF49486179291162E469F2701B,11,2,5.5,2,1.0
control,control-period,7E38A396789F21724DDEFB0400305685,73,28,2.6071428571428572,33,1.1785714285714286
control,control-period,7E40E634997585B0C69B6F67C01C191B,140,76,1.8421052631578947,91,1.1818181818181819
treatment,post-period,7E74A2BB6BBF4746DEE15F957B315401,494,20,24.7,40,2.1052631578947367
treatment,pre-period,7E74A2BB6BBF4746DEE15F957B315401,257,8,32.125,21,2.625
control,control-period,7E82B56904E55B6ADE7DD3EB177C199F,2,1,2.0,1,1.0
control,control-period,7E832B95E7313AD2E9F24D9D2AA33E97,4,1,4.0,1,1.0
control,control-period,7EA9F2798F820C98CF6F27B8C3D7EACB,33,5,6.6,5,1.0
control,control-period,7EAB3B95428334BC943B7846F046FB9B,129,2,64.5,7,3.5
control,control-period,7EAE2B4599B94A807DA2AF393F036C65,3,1,3.0,2,2.0
control,control-period,7EAE2FF6A2E45A56954795EE7FA84A9E,22,2,11.0,4,2.0
treatment,pre-period,7EBEF9ABE5C8F7D340BC26927366D13C,11,9,1.2222222222222223,10,1.1111111111111112
treatment,post-period,7EBEF9ABE5C8F7D340BC26927366D13C,6,4,1.5,5,1.25
control,control-period,7ED2F4B8DE4350239FD06857AB45D60A,20,1,20.0,1,1.0
control,control-period,7ED6E1D0AB01378913666D674085E1D2,366,15,24.4,38,2.5333333333333332
control,control-period,7ED8C235689771F6B0F29BBF295A346F,154,64,2.40625,94,1.46875
control,control-period,7EE035CA8E6132A8877C39656896BA41,217,66,3.2878787878787881,91,1.3787878787878789
control,control-period,7EFD664DD1E744D6B006BDA97DB25FC2,33,7,4.7142857142857144,8,1.3333333333333333
control,control-period,7F089F4710219060252DB2AEF508A662,2726,32,85.1875,36,1.1612903225806452
control,control-period,7F09D6EB541953172D88BE6D341A29DA,333,11,30.272727272727273,17,1.5454545454545454
control,control-period,7F0AB922E141FE5ABB0D03537DFEC330,136,16,8.5,18,1.125
treatment,pre-period,7F2B633C86B765201C93FDB6FF261143,15,2,7.5,5,1.25
treatment,post-period,7F2B633C86B765201C93FDB6FF261143,17,7,2.4285714285714284,10,1.4285714285714286
treatment,pre-period,7F811674D65C2E02A6A705E97799E372,34,16,2.125,29,1.8125
treatment,post-period,7F811674D65C2E02A6A705E97799E372,72,18,4.0,36,2.0
control,control-period,7F8137F77D6264E9B1E35B2ED422651E,49,4,12.25,7,1.75
control,control-period,7FA1A5B3B4CFDA6EE43060AEE7DDD9B9,53,1,53.0,2,2.0
control,control-period,7FB0FA98A8949CD6D75B48C449DAE33B,26,5,5.2,7,1.4
control,control-period,7FB62A6843AEA9143C607A5DD1D15AA8,136,7,19.428571428571427,12,1.7142857142857142
control,control-period,7FD3B52661B5030E97AA98C6449BA790,75,6,12.5,6,1.0
control,control-period,7FD3DF673E0B4E4B09F4A5B18F045D74,6,1,6.0,1,1.0
control,control-period,7FD3ECDE609533E2BC60B7733DB6CFCB,78,18,4.333333333333333,18,1.0588235294117647
control,control-period,7FDDC95340BC25D0D2BD52328DCADD7E,136,4,34.0,8,2.0
control,control-period,800FD721DEBF4F653F559913D02291E9,87,13,6.6923076923076925,14,1.0769230769230769
control,control-period,8040FC9C0479C3B9A74ED298DD8F357D,1436,25,57.44,78,3.25
control,control-period,80557A7F726FE0E6A49AD7CEF92C48A3,7,3,2.3333333333333335,4,1.0
control,control-period,805BDC95D94B57B88F9128E6B6708692,699,18,38.833333333333336,52,2.8888888888888888
control,control-period,8065F8E98407106A65D35195984B2258,217,39,5.5641025641025639,57,1.4615384615384615
control,control-period,80662734A6A658F7713A71428B9AA027,13,1,13.0,4,2.0
control,control-period,806B89C2F8514374D2F9F4DD50EA681A,95,36,2.6388888888888888,60,1.7647058823529411
control,control-period,80C6CD273ABFDA169B95411AC29FC8D3,2,1,2.0,1,1.0
treatment,post-period,80D8B94D9BCBA0C07218A15293BC91B9,39,15,2.6,16,1.1428571428571428
treatment,pre-period,80D8B94D9BCBA0C07218A15293BC91B9,106,21,5.0476190476190474,27,1.35
control,control-period,8137A61045BFE96DD2B6B833C6803642,31,6,5.166666666666667,6,1.2
control,control-period,815B0247A1287E59F6967A070E22FB1A,8,1,8.0,1,1.0
treatment,pre-period,81918C20AA666AB97D0D4EA4DE5BFB6F,6,2,3.0,2,1.0
treatment,post-period,81918C20AA666AB97D0D4EA4DE5BFB6F,4,1,4.0,1,1.0
control,control-period,81B593104D9F960033D17F056E51C92B,2542,19,133.78947368421052,25,1.4705882352941178
control,control-period,81BE0424E5934B12B68970FACB3FAAFC,16,2,8.0,2,1.0
control,control-period,81BFFE61CAB181676917D75F1B617CB2,641,59,10.864406779661017,70,1.2068965517241379
control,control-period,81C75CB599BE7E11A66110C3FE9D0050,1454,27,53.851851851851855,51,1.9615384615384615
control,control-period,81D5B7A398025886388342CE7159C9C3,48,3,16.0,3,1.0
control,control-period,81F36CE188872C5CA5A8B7E28C9D55C5,31,5,6.2,5,1.0
control,control-period,81F5705397CE9F0236B2B672AE113154,593,67,8.8507462686567155,106,1.5820895522388059
control,control-period,81FBBC1EAB021C62534AB79EACEC0501,18,8,2.25,8,1.0
control,control-period,8205962BBD2EFA6103B66F1CE5701F93,30,3,10.0,2,1.0
control,control-period,8210262F330052F441D2E2A2BCCA3E6A,404,7,57.714285714285715,8,1.1428571428571428
control,control-period,8211CABE9A3F1FE1BF3154E0C8D30368,286,94,3.0425531914893615,154,1.673913043478261
control,control-period,8252847DECB3C31CAB9BDEE566F97BA2,137,66,2.0757575757575757,68,1.0303030303030303
control,control-period,827A4CD8E3B480B5E6856832FA0F9671,7,1,7.0,1,1.0
control,control-period,82C4C434811FFE6491CD496EFEA96382,59,3,19.666666666666668,4,1.3333333333333333
control,control-period,82F141D1C5A86CB8F5F4DFC7E09E5513,79,28,2.8214285714285716,45,1.6071428571428572
control,control-period,830461B02C9A488AFF82BA7AA8C58052,8,1,8.0,1,1.0
control,control-period,8375B114AFAD8A31DE54283525108F75,439,5,87.8,13,2.1666666666666665
treatment,pre-period,837C60D66F57E9B777E91E642149E06C,1,1,1.0,1,1.0
treatment,post-period,837C60D66F57E9B777E91E642149E06C,32,5,6.4,5,1.0
control,control-period,8382BEBD5B259592C23D9AF35F0B357F,66,9,7.333333333333333,14,1.5555555555555556
control,control-period,8394EBE9B2442BA39F74F71624D34C62,11,5,2.2,5,1.0
control,control-period,83C1BFAF72CC9FF92E34D5A940101815,214,20,10.7,36,1.8
control,control-period,83C4BA9FE06C0365B44B758ACDB4212A,210,12,17.5,20,1.6666666666666667
control,control-period,83CDDE1D51035F6054BD3A0E5ECBA8CA,6,1,6.0,1,1.0
control,control-period,83CFB73842862613601D5FB158561E74,82,3,27.333333333333332,5,1.6666666666666667
control,control-period,84128EC46BB697A1FF555143F0A86749,808,14,57.714285714285715,26,1.8571428571428572
control,control-period,841727B396264112EC75FEB26C57E25C,136,8,17.0,11,1.5714285714285714
control,control-period,841C0F3B82A3013E0704E26A5EC5DFB3,20,1,20.0,2,2.0
control,control-period,843FB380D196877C6C4AE1DA4727F1EE,160,11,14.545454545454545,27,2.4545454545454546
control,control-period,8479882D86055C6A33EA8ED16B94C30F,26,3,8.6666666666666661,3,1.0
control,control-period,84AE5E0387CF80F495D6D1C563BCE6BD,7,1,7.0,1,1.0
treatment,pre-period,84D185835F0DE9C48712855B8713996E,1,1,1.0,1,1.0
treatment,post-period,84D185835F0DE9C48712855B8713996E,33,6,5.5,6,1.2
control,control-period,84DF1EC35F7E079794DDA2BC4BA1E739,158,6,26.333333333333332,4,1.0
control,control-period,84E491A60BE52A4C6A438A89FADE283C,1505,67,22.46268656716418,87,1.3384615384615384
control,control-period,8509C4405CF895E0D92FC0BE5E31DEA0,14,2,7.0,4,1.3333333333333333
control,control-period,850B0D07591E5AEF71E97AB739BAD953,44,5,8.8,8,1.6
control,control-period,8530BA1E10784C7FC80A8BD7C821845E,1,1,1.0,0,
control,control-period,85580828B10E0DBDD5D00D394989DFC0,126,22,5.7272727272727275,33,1.5
control,control-period,8594313D5731CC432E46A681AFA0082E,14,3,4.666666666666667,4,1.0
control,control-period,859BD5756C9635B9A657B90A7265679A,793,19,41.736842105263158,47,2.4736842105263159
control,control-period,85CA6318E0119F70B454E10A63103655,58,5,11.6,5,1.0
control,control-period,85DB15BDADAB65F9CC1E33B872745B87,41,37,1.1081081081081081,37,1.0
control,control-period,85FD06F19EBB6097388EEE0B207598B7,190,10,19.0,13,1.3
control,control-period,85FFBFCEFFFD602EE04748266741E524,60,3,20.0,4,1.3333333333333333
control,control-period,8601A3659DC5C1F0444E5CCDA5ED3E14,212,17,12.470588235294118,26,1.5294117647058822
control,control-period,8625C129B33907B9BC611417E29C8518,53,4,13.25,3,1.0
control,control-period,862868F0DD0B7B3DA71D810445576B9A,13,1,13.0,3,3.0
control,control-period,865D75852532F10E0373F937C7EB84B0,4,1,4.0,1,1.0
control,control-period,868E9FC9269D962C4E1FB239DEE92B8E,6,2,3.0,2,1.0
control,control-period,86942BEBB6333C69BD5EADC72AC04A3E,44,6,7.333333333333333,8,1.0
control,control-period,86A6C9FB1A0C566CA168149788E71EFD,5766,42,137.28571428571428,154,3.6666666666666665
treatment,pre-period,86C65934EDF946EBA8153BF74F0D55CE,127,13,9.76923076923077,26,2.0
treatment,post-period,86C65934EDF946EBA8153BF74F0D55CE,1,1,1.0,0,
control,control-period,86F19DAB73E484FB7DD2F805DDD7957D,1129,22,51.31818181818182,35,1.6666666666666667
control,control-period,86FD44981AC5E1E744A44F2D34ABAC45,2,1,2.0,1,1.0
control,control-period,874599EBF4EF79D625A0C161F74C0C0E,125,11,11.363636363636363,22,2.0
control,control-period,875B046CAD0E83F6FF7C1101E9E72EC7,1,1,1.0,1,1.0
control,control-period,8760022E43928C1D2156C8461C8648F5,4,1,4.0,1,1.0
control,control-period,8765E2797C05DF924237C185AFA365BA,500,20,25.0,37,1.85
control,control-period,877FA44067672E68DA16FDF0CA781110,90,8,11.25,10,1.25
control,control-period,879503A3ED5F2DCB6592E99C42E1BDFE,100,9,11.111111111111111,15,1.6666666666666667
control,control-period,87A95949D12E9C9263482FB202E791BD,82,12,6.833333333333333,23,1.9166666666666667
control,control-period,87AED76202B40E00ACB495236C4E04A5,12,2,6.0,2,1.0
control,control-period,87B1F896770D48526901F75489E30535,13,9,1.4444444444444444,11,1.2222222222222223
control,control-period,8801506473240883EA7084FCF3B3EDD9,108,11,9.8181818181818183,14,1.4
control,control-period,8802C1F08F68501AB77C5097CD19CE1A,9524,18,529.11111111111109,20,1.25
control,control-period,880C220698D2A32CF0709DD95857AB60,22,5,4.4,5,1.0
control,control-period,8818A7CE0F73D345D8C7C69592AB05E7,34,2,17.0,2,1.0
treatment,pre-period,882CBB110104131AC6672434F3EC9FCC,8,1,8.0,1,1.0
treatment,post-period,882CBB110104131AC6672434F3EC9FCC,111,7,15.857142857142858,6,1.2
control,control-period,8831528D3CCC3AF25C1001256C389428,0,0,,1,1.0
control,control-period,88468E96D9CC4B5048B38503D61CA3F3,115,2,57.5,2,1.0
control,control-period,8876B3BBA28536588C22FEB683454240,13,4,3.25,5,1.25
control,control-period,889AEC5DC980BB98940A783A3D7D6169,35,1,35.0,1,1.0
control,control-period,88AC5D5379748629C9D6B24B8F1A43A1,65,2,32.5,2,1.0
control,control-period,88BA2493921D796D2E246973E3E9774B,42,14,3.0,17,1.2142857142857142
treatment,post-period,88CF546275A5A0524B9B97E128B608E4,5,1,5.0,0,
treatment,pre-period,88CF546275A5A0524B9B97E128B608E4,2,1,2.0,1,1.0
control,control-period,88E6D3D4433BA2B424A6D5D23A871B97,106,6,17.666666666666668,6,1.0
control,control-period,89414B24EED890A8B14119C52A56AC5F,22,1,22.0,1,1.0
control,control-period,8942968E35FB64702050A08D544D2A4A,107,23,4.6521739130434785,28,1.2727272727272727
control,control-period,894317E466417E90E403656FF1204A2B,42,1,42.0,1,1.0
control,control-period,89482B3A8B18E86AF55BA12A05B22DA3,25,1,25.0,1,1.0
control,control-period,897445C8F4A40534C0A4B6E006A5454A,30,1,30.0,1,1.0
control,control-period,898B790ACC7834117A9B2C98A8B6F1F5,656,37,17.72972972972973,50,1.4705882352941178
control,control-period,89A5AD5EB82221A45F9766C77E471DFB,16,3,5.333333333333333,3,1.0
treatment,pre-period,89B211C4336582A1C51729DBE4F7F290,1,1,1.0,1,1.0
treatment,post-period,89B211C4336582A1C51729DBE4F7F290,5,1,5.0,0,
control,control-period,89BD2B0E233951461CF06C9B4FDA0D81,325,74,4.3918918918918921,151,2.0405405405405403
control,control-period,8A0DCF53673262EF517F80989EE60BB3,96,6,16.0,14,2.3333333333333335
control,control-period,8A1F255061DE6AFBDE0F9FE5226DCACA,219,17,12.882352941176471,31,1.8235294117647058
control,control-period,8A36D1D846123090C677E3E184B30614,135,14,9.6428571428571423,25,1.7857142857142858
control,control-period,8AB29C262591541BA945BF48D74DB5F5,17,3,5.666666666666667,5,1.6666666666666667
treatment,pre-period,8AE0BEA642E3BFAADCABB2FFC6D4B6B4,5,1,5.0,1,1.0
treatment,post-period,8AE0BEA642E3BFAADCABB2FFC6D4B6B4,2,1,2.0,0,
control,control-period,8AFAFD6D7E79149C91BCAE1995E0CF47,47,3,15.666666666666666,8,2.6666666666666665
control,control-period,8B2764368F3958B3133D7D52E5871190,8,4,2.0,7,1.75
control,control-period,8B38AE00504B75A9ABAA20843DF4976A,18,5,3.6,5,1.0
control,control-period,8B404ABBCDCF859DB2E5ABE00B482621,69,29,2.3793103448275863,39,1.3448275862068966
control,control-period,8B58F1ED945C2F35BD09EE96B688E460,40,6,6.666666666666667,7,1.4
control,control-period,8B77386B4E71607BEB7EB1D05E369DB5,96,7,13.714285714285714,12,1.7142857142857142
control,control-period,8B9934BC891E0F96EE43914E6EF11A7E,18,1,18.0,2,2.0
control,control-period,8BB84A22356C4B4BD15A09CD6269B55D,46,7,6.5714285714285712,16,2.2857142857142856
control,control-period,8BD465AC77DC9D8B4C597BF35950FDA3,1218,74,16.45945945945946,120,1.6901408450704225
control,control-period,8BE102266AF2AEC727AE08D0A5241DE0,22,2,11.0,4,2.0
control,control-period,8BE7BF90C971453A34C1FF6FF2A0ACAE,403,5,80.6,7,1.4
control,control-period,8C04D9949CEE07F5D80FEC08F0E3C923,6,1,6.0,1,1.0
control,control-period,8C29BA8374994E38F3BDD89E97151F64,59,7,8.4285714285714288,7,1.0
control,control-period,8C33815E0A269B776AAB4B60A4F7BC63,377,12,31.416666666666668,18,1.6363636363636365
control,control-period,8C7A0CAF2B29D568268B8D331E37ABF6,19,10,1.9,10,1.0
control,control-period,8CB59505475E927D8A604215C5050E0C,10,3,3.3333333333333335,0,
control,control-period,8CBA4BAC5AE194C4D11DD975FAD24DAD,26,9,2.8888888888888888,11,1.2222222222222223
control,control-period,8CBA9954233F9C12C693325C6BC60D74,40,4,10.0,4,1.3333333333333333
treatment,pre-period,8CBFDA4428A53E59D04C883360BE7306,4,2,2.0,3,1.5
treatment,post-period,8CBFDA4428A53E59D04C883360BE7306,13,1,13.0,0,
control,control-period,8CCA0719F08368F316CB951B266ED5FC,104,6,17.333333333333332,10,1.6666666666666667
control,control-period,8CEB26799D9B0D577FF288366EA07024,43,1,43.0,1,1.0
treatment,post-period,8D2705BE6CD813364DAF5C8C2254946B,52,2,26.0,2,1.0
treatment,pre-period,8D2705BE6CD813364DAF5C8C2254946B,5,1,5.0,1,1.0
control,control-period,8D47F88F41DB72ACC9BD419D0CEDD02E,2615,32,81.71875,37,1.15625
control,control-period,8D486EFDDB5C76031C3110CE58772B8E,14,1,14.0,1,1.0
control,control-period,8D69D45B590556225AA4325D785CA806,21,5,4.2,7,1.4
control,control-period,8D86121A671969882C35F9E4C325EECE,10,2,5.0,2,1.0
control,control-period,8D9D62A4402581BB1181D3AA73AD54E8,162,78,2.0769230769230771,148,1.8271604938271604
control,control-period,8DC5189969449E1BF8588B3EA64974A1,611,36,16.972222222222221,67,1.8611111111111112
control,control-period,8E150A8839C964819CC821BABA13E2A7,27,5,5.4,9,1.8
control,control-period,8E1749E5A26DD54E346476A289854E93,266,14,19.0,28,2.0
control,control-period,8E202A5BDBDA3B56C2DEF142A42CD993,16,9,1.7777777777777777,11,1.1
control,control-period,8E2768C381113D72B39CCE7961BE5481,103,2,51.5,6,3.0
control,control-period,8E6F7A428C907165D78A2377ABEB7315,116,8,14.5,10,1.25
control,control-period,8E72B7171A787157B237F68825019853,43,14,3.0714285714285716,15,1.0714285714285714
control,control-period,8E75710E2F50347D18D53EE411D26FD8,76,2,38.0,10,5.0
control,control-period,8ECA715134021AA07D907290113E862C,27,3,9.0,3,1.0
control,control-period,8EDB9A9856CDB5AFC42546106EE46734,261,50,5.22,130,2.6
treatment,pre-period,8F030F26EB2BE0DF3C21FB0F13E6076F,180,6,30.0,7,1.1666666666666667
treatment,post-period,8F030F26EB2BE0DF3C21FB0F13E6076F,549,12,45.75,14,1.1666666666666667
treatment,pre-period,8F09C3B476E71697EAE0CE7B4EA61606,10,1,10.0,1,1.0
treatment,post-period,8F09C3B476E71697EAE0CE7B4EA61606,7,2,3.5,1,1.0
control,control-period,8F41FC08B49819D339D864572A1CA136,245,10,24.5,11,1.2222222222222223
control,control-period,8F69F63C94FC7045651B1B164AE7B379,84,14,6.0,17,1.2142857142857142
control,control-period,8F6C5F7611B67A4A437FF283B6C10181,2687,50,53.74,69,1.38
control,control-period,8F75FAE8C9129A7B666A7DBA014898E4,58,4,14.5,15,3.75
control,control-period,8F773E0EB0BB6A4C55F42382025236C6,12,2,6.0,3,1.5
control,control-period,8F77C59AF991EEA6CEC54EE8AD78E23D,83,3,27.666666666666668,6,2.0
control,control-period,8FB9723ED7B61147F30FFA1310089F09,71,2,35.5,8,4.0
control,control-period,8FE37A61629829F7C11F6BB9BFBC0B79,16,2,8.0,2,1.0
control,control-period,8FF233DF71B4385657149819D1EDD2B8,21,5,4.2,5,1.0
control,control-period,901824488E5C49BCB4D19613F3E5892B,50,4,12.5,4,1.0
treatment,post-period,90287B73192C310F80524919F7D17F88,12,1,12.0,1,1.0
treatment,pre-period,90287B73192C310F80524919F7D17F88,2,1,2.0,1,1.0
control,control-period,90315F3CE85BB427F960EF2F78972EA6,13,2,6.5,3,1.0
control,control-period,9038CCC5F7D7ABDA6E296D18FFDD1AAA,19,2,9.5,2,1.0
control,control-period,904877128B8889DDD71A38BDBCD21724,342,16,21.375,32,2.0
control,control-period,906490EA8F6D8BBA578F7CC150DF731D,46,4,11.5,6,1.5
control,control-period,90661BFEBB42671421697F7DA63EC771,15,8,1.875,9,1.125
control,control-period,906AF15E527A9E537C36E29216D0AFF9,480,22,21.818181818181817,45,2.25
control,control-period,90A5BEEBA89B4DC44F10E6E066CECB86,42,3,14.0,3,1.0
control,control-period,90BB11973D34831EBE0CC1A46F9642BF,861,12,71.75,16,1.6
control,control-period,90CC0C53AB8C20C6ACD31C2049FF1C03,1,1,1.0,1,1.0
control,control-period,90D99AC8BC1551757037513287A3B8B4,168,38,4.4210526315789478,53,1.3947368421052631
control,control-period,90F82D01DEBC0493003E18EB97749CE9,13,2,6.5,2,1.0
control,control-period,91371DA7FC2B7748FC601BF8D8A1B7EC,19,2,9.5,2,2.0
control,control-period,9196683C62B3E1E8D7C7FA5AEE69676E,6,2,3.0,2,1.0
control,control-period,91A06057C6272653B6006D7A8791DF81,135,66,2.0454545454545454,76,1.1515151515151516
control,control-period,91AE10437BB5A75239369654720E4CBD,39,4,9.75,3,1.0
control,control-period,91D0EA986B43DC75ABB6A324848B37F1,22,1,22.0,1,1.0
treatment,pre-period,91D637F0D9FB259AD52773B1B20151BE,388,36,10.777777777777779,59,1.6388888888888888
treatment,post-period,91D637F0D9FB259AD52773B1B20151BE,114,10,11.4,15,1.6666666666666667
control,control-period,91DA39323E7F6285EDF93D3D0DBBA9C3,16,7,2.2857142857142856,7,1.0
